,date,method,total_return,avg_return,volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,turnover,transaction_cost,net_total_return,period_returns,avg_return_annual,volatility_annual,sharpe_ratio_annual,sortino_ratio_annual,benchmark_total_return,benchmark_avg_return,benchmark_volatility,benchmark_sharpe_ratio
19,2015-12-31,combined,-0.050577069390060014,-0.050577069390060035,0.0,0.0,0.0,0.0,0.0,0.1655599539623965,0.00012919150454669692,-0.05070626089460671,[-0.050577069390060035],-0.6069248326807204,0.0,0.0,0.0,-0.0075798217199616325,-0.007579821719961577,0.0,0.0
20,2016-01-31,combined,-0.0017324428758187516,-0.0017324428758187143,0.0,0.0,0.0,0.0,0.0,0.027258403705354404,2.044380278023787e-05,-0.0017528866785989894,[-0.0017324428758187143],-0.02078931450982457,0.0,0.0,0.0,0.011848360052038487,0.01184836005203844,0.0,0.0
21,2016-03-31,combined,-0.0295616955957978,-0.029561695595797778,0.0,0.0,0.0,0.0,0.0,0.19752509184535405,0.0001543420415162839,-0.029716037637314084,[-0.029561695595797778],-0.35474034714957337,0.0,0.0,0.0,-0.0005814422097734084,-0.0005814422097734201,0.0,0.0
22,2016-05-31,combined,0.0222014433691482,0.02220144336914821,0.0,0.0,0.0,0.0,0.0,0.17304329308788116,0.00017304329298385837,0.022028400076164342,[0.02220144336914821],0.2664173204297785,0.0,0.0,0.0,0.02982206181566971,0.029822061815669605,0.0,0.0
23,2016-07-31,combined,-0.009782068526505316,-0.00978206852650534,0.0,0.0,0.0,0.0,0.0,0.024481798736446323,2.4481798642033045e-05,-0.009806550325147349,[-0.00978206852650534],-0.11738482231806409,0.0,0.0,0.0,-0.0033352259249007643,-0.0033352259249007405,0.0,0.0
24,2016-08-31,combined,0.02071616850758562,0.020716168507585557,0.0,0.0,0.0,0.0,0.0,0.14274545239693592,0.00014274545238942497,0.020573423055196195,[0.020716168507585557],0.24859402209102668,0.0,0.0,0.0,-0.005998801114993291,-0.00599880111499333,0.0,0.0
25,2016-10-31,combined,0.024445099881095445,0.02444509988109534,0.0,0.0,0.0,0.0,0.0,0.08134356552192454,6.968503192289932e-05,0.024375414849172546,[0.02444509988109534],0.2933411985731441,0.0,0.0,0.0,-0.010751781904515867,-0.010751781904515846,0.0,0.0
26,2016-12-31,combined,0.025875714603087685,0.02587571460308758,0.0,0.0,0.0,0.0,0.0,0.15397250277136998,0.00012168185007234099,0.025754032753015344,[0.02587571460308758],0.310508575237051,0.0,0.0,0.0,0.01399386766812083,0.01399386766812092,0.0,0.0
27,2017-01-31,combined,0.06295213874871353,0.06295213874871354,0.0,0.0,0.0,0.0,0.0,0.05965332046036355,5.283195158454983e-05,0.06289930679712898,[0.06295213874871354],0.7554256649845625,0.0,0.0,0.0,0.029913213029053365,0.029913213029053275,0.0,0.0
28,2017-03-31,combined,0.028214252238012216,0.02821425223801221,0.0,0.0,0.0,0.0,0.0,0.04316289234677832,3.846461344373228e-05,0.028175787624568484,[0.02821425223801221],0.3385710268561465,0.0,0.0,0.0,0.012248661267301397,0.01224866126730136,0.0,0.0
29,2017-05-31,combined,0.015692940313725146,0.015692940313725236,0.0,0.0,0.0,0.0,0.0,0.13973963762356373,0.00013202912958750583,0.01556091118413764,[0.015692940313725236],0.18831528376470283,0.0,0.0,0.0,0.006992469232291354,0.006992469232291359,0.0,0.0
30,2017-07-31,combined,0.03280932267083325,0.03280932267083333,0.0,0.0,0.0,0.0,0.0,0.06292908253170777,6.148976275473949e-05,0.03274783290807851,[0.03280932267083333],0.3937118720499999,0.0,0.0,0.0,0.015385648875462232,0.01538564887546226,0.0,0.0
31,2017-08-31,combined,-0.0002535037987184685,-0.0002535037987184249,0.0,0.0,0.0,0.0,0.0,0.11756035459220288,0.00010909604781670517,-0.0003625998465351737,[-0.0002535037987184249],-0.003042045584621099,0.0,0.0,0.0,0.0027980601898771607,0.0027980601898771,0.0,0.0
32,2017-10-31,combined,0.04623453350091711,0.04623453350091705,0.0,0.0,0.0,0.0,0.0,0.04056932956127061,3.6515855774249945e-05,0.04619801764514286,[0.04623453350091705],0.5548144020110046,0.0,0.0,0.0,0.02131216692334581,0.02131216692334586,0.0,0.0
33,2017-12-31,combined,0.07697274308165136,0.07697274308165138,0.0,0.0,0.0,0.0,0.0,0.03174251602727077,2.380688701935934e-05,0.076948936194632,[0.07697274308165138],0.9236729169798166,0.0,0.0,0.0,0.020792865148636652,0.02079286514863664,0.0,0.0
34,2018-01-31,combined,-0.0017310952668125879,-0.001731095266812587,0.0,0.0,0.0,0.0,0.0,0.01930771934153847,1.6547414668518763e-05,-0.0017476426814811066,[-0.001731095266812587],-0.020773143201751044,0.0,0.0,0.0,-0.03398178715194944,-0.03398178715194948,0.0,0.0
35,2018-03-31,combined,0.024699747405933392,0.024699747405933437,0.0,0.0,0.0,0.0,0.0,0.0635212213807166,6.217344660741827e-05,0.024637573959325972,[0.024699747405933437],0.29639696887120126,0.0,0.0,0.0,-0.005251554835304595,-0.0052515548353046,0.0,0.0
36,2018-05-31,combined,-0.008069645683693283,-0.008069645683693285,0.0,0.0,0.0,0.0,0.0,0.09013627485244045,8.985570081472511e-05,-0.008159501384508008,[-0.008069645683693285],-0.09683574820431942,0.0,0.0,0.0,0.006033480366586685,0.0060334803665865995,0.0,0.0
37,2018-07-31,combined,0.059294647281944446,0.05929464728194454,0.0,0.0,0.0,0.0,0.0,0.019895883098608652,1.813033521465812e-05,0.059276516946729786,[0.05929464728194454],0.7115357673833345,0.0,0.0,0.0,0.024400222562933838,0.02440022256293392,0.0,0.0
38,2018-08-31,combined,0.0145098124880354,0.01450981248803536,0.0,0.0,0.0,0.0,0.0,0.004044617725525015,3.0334633194255166e-06,0.014506779024715975,[0.01450981248803536],0.17411774985642434,0.0,0.0,0.0,-0.007889891873638533,-0.00788989187363856,0.0,0.0
39,2018-10-31,combined,-0.014468347518122426,-0.014468347518122416,0.0,0.0,0.0,0.0,0.0,0.003552704858966395,2.6645286445538712e-06,-0.014471012046766981,[-0.014468347518122416],-0.173620170217469,0.0,0.0,0.0,0.018278427113303852,0.0182784271133038,0.0,0.0
40,2018-12-31,combined,0.0822369755813761,0.08223697558137608,0.0,0.0,0.0,0.0,0.0,0.006220678263009292,4.665508698310262e-06,0.0822323100726778,[0.08223697558137608],0.9868437069765129,0.0,0.0,0.0,0.049553455924405965,0.0495534559244059,0.0,0.0
41,2019-01-31,combined,0.031208536645644935,0.03120853664564492,0.0,0.0,0.0,0.0,0.0,0.03965834795977825,2.9743760984062456e-05,0.031178792884660873,[0.03120853664564492],0.37450243974773906,0.0,0.0,0.0,0.013943951735217341,0.013943951735217435,0.0,0.0
42,2019-03-31,combined,0.01618613807571423,0.016186138075714153,0.0,0.0,0.0,0.0,0.0,0.031125940033765075,2.3344455025671038e-05,0.016162793620688558,[0.016186138075714153],0.19423365690856984,0.0,0.0,0.0,0.016546936870020845,0.016546936870020783,0.0,0.0
43,2019-05-31,combined,0.06503823226882499,0.06503823226882506,0.0,0.0,0.0,0.0,0.0,0.08787330026583448,7.82699780433798e-05,0.06495996229078162,[0.06503823226882506],0.7804587872259008,0.0,0.0,0.0,0.04555224454245543,0.04555224454245536,0.0,0.0
44,2019-07-31,combined,0.011424912406393872,0.011424912406393784,0.0,0.0,0.0,0.0,0.0,0.05342173147381982,5.243130144883732e-05,0.011372481104945036,[0.011424912406393784],0.1370989488767254,0.0,0.0,0.0,0.03415016768859469,0.03415016768859468,0.0,0.0
45,2019-08-31,combined,0.012525329218490366,0.012525329218490278,0.0,0.0,0.0,0.0,0.0,0.006945540669602405,5.209155549258007e-06,0.012520120062941108,[0.012525329218490278],0.15030395062188334,0.0,0.0,0.0,0.0009551776054270711,0.0009551776054271596,0.0,0.0
46,2019-10-31,combined,0.06582776297977189,0.06582776297977191,0.0,0.0,0.0,0.0,0.0,0.010090285216017184,7.567713945174372e-06,0.0658201952658267,[0.06582776297977191],0.789933155757263,0.0,0.0,0.0,0.020090538526994495,0.020090538526994498,0.0,0.0
47,2019-12-31,combined,0.007833143437442125,0.00783314343744216,0.0,0.0,0.0,0.0,0.0,0.016341965522311125,1.2256474184008791e-05,0.007820886963258116,[0.00783314343744216],0.09399772124930592,0.0,0.0,0.0,0.030522144082471003,0.030522144082470917,0.0,0.0
48,2020-01-31,combined,-0.07348908976364743,-0.07348908976364747,0.0,0.0,0.0,0.0,0.0,0.056395363342419735,5.067383568792839e-05,-0.07353976359933535,[-0.07348908976364747],-0.8818690771637696,0.0,0.0,0.0,-0.020993235932416088,-0.020993235932416136,0.0,0.0
49,2020-03-31,combined,0.10399397805068111,0.10399397805068111,0.0,0.0,0.0,0.0,0.0,0.09514108588012211,8.021827012185062e-05,0.10391375978055926,[0.10399397805068111],1.2479277366081734,0.0,0.0,0.0,0.08106626225404678,0.08106626225404681,0.0,0.0
50,2020-05-31,combined,0.06238807931434631,0.06238807931434629,0.0,0.0,0.0,0.0,0.0,0.1536308867261777,0.00011579347104398045,0.062272285843302334,[0.06238807931434629],0.7486569517721555,0.0,0.0,0.0,0.01198707744388261,0.01198707744388256,0.0,0.0
51,2020-07-31,combined,0.07625005722897349,0.0762500572289736,0.0,0.0,0.0,0.0,0.0,0.0796208235470578,6.028592368140608e-05,0.07618977130529209,[0.0762500572289736],0.9150006867476832,0.0,0.0,0.0,0.02169185020601838,0.02169185020601838,0.0,0.0
52,2020-08-31,combined,-0.0408970005638456,-0.04089700056384558,0.0,0.0,0.0,0.0,0.0,0.06446644989069847,4.83498375313894e-05,-0.040945350401376986,[-0.04089700056384558],-0.49076400676614695,0.0,0.0,0.0,-0.01937242513697035,-0.019372425136970357,0.0,0.0
53,2020-10-31,combined,0.10797245797441013,0.10797245797441019,0.0,0.0,0.0,0.0,0.0,0.015405367615003999,1.1554025818009233e-05,0.10796090394859212,[0.10797245797441019],1.2956694956929222,0.0,0.0,0.0,0.07192187061338218,0.07192187061338215,0.0,0.0
54,2020-12-31,combined,-0.01407818067136557,-0.01407818067136554,0.0,0.0,0.0,0.0,0.0,0.04896560573065773,4.5210856532382865e-05,-0.014123391527897954,[-0.01407818067136554],-0.16893816805638648,0.0,0.0,0.0,-0.020645520081271074,-0.02064552008127108,0.0,0.0
55,2021-01-31,combined,-0.0143699041665023,-0.014369904166502283,0.0,0.0,0.0,0.0,0.0,0.04780913111642483,3.9552830999839115e-05,-0.01440945699750214,[-0.014369904166502283],-0.1724388499980274,0.0,0.0,0.0,-0.0062485532513303355,-0.00624855325133028,0.0,0.0
56,2021-03-31,combined,0.04818674035600967,0.04818674035600966,0.0,0.0,0.0,0.0,0.0,0.0675877078497946,5.793427602334792e-05,0.048128806079986326,[0.04818674035600966],0.5782408842721158,0.0,0.0,0.0,0.041726459160516205,0.04172645916051614,0.0,0.0
57,2021-05-31,combined,0.03548799424425653,0.03548799424425664,0.0,0.0,0.0,0.0,0.0,0.04181250981270034,3.907023419878526e-05,0.03544892401005774,[0.03548799424425664],0.42585593093107965,0.0,0.0,0.0,0.031132951219940974,0.031132951219941002,0.0,0.0
58,2021-07-31,combined,0.024024201485379537,0.024024201485379537,0.0,0.0,0.0,0.0,0.0,0.029063837110458835,2.4850415429730578e-05,0.023999351069949805,[0.024024201485379537],0.28829041782455445,0.0,0.0,0.0,0.016494839801470818,0.01649483980147076,0.0,0.0
59,2021-08-31,combined,-0.04525188876425612,-0.04525188876425611,0.0,0.0,0.0,0.0,0.0,0.054151354293975114,4.2838595017814024e-05,-0.04529472735927394,[-0.04525188876425611],-0.5430226651710732,0.0,0.0,0.0,-0.03959127824834863,-0.0395912782483486,0.0,0.0
60,2021-10-31,combined,0.007911089689417672,0.007911089689417677,0.0,0.0,0.0,0.0,0.0,0.07425234320791232,6.708866200438079e-05,0.007844001027413292,[0.007911089689417677],0.09493307627301212,0.0,0.0,0.0,0.00626485031596502,0.00626485031596504,0.0,0.0
61,2021-12-31,combined,-0.04187558699823546,-0.041875586998235514,0.0,0.0,0.0,0.0,0.0,0.040380605107219705,3.028545385831895e-05,-0.041905872452093776,[-0.041875586998235514],-0.5025070439788262,0.0,0.0,0.0,-0.04730038720377161,-0.04730038720377156,0.0,0.0
62,2022-01-31,combined,-0.020952633008121335,-0.020952633008121353,0.0,0.0,0.0,0.0,0.0,0.004335872195053596,3.305721841016656e-06,-0.02095593872996235,[-0.020952633008121353],-0.25143159609745624,0.0,0.0,0.0,-0.024242207273391325,-0.024242207273391297,0.0,0.0
63,2022-03-31,combined,-0.08043893609025665,-0.08043893609025664,0.0,0.0,0.0,0.0,0.0,0.07467834229912992,7.332446634525484e-05,-0.0805122605566019,[-0.08043893609025664],-0.9652672330830796,0.0,0.0,0.0,-0.09035701623111148,-0.0903570162311115,0.0,0.0
64,2022-05-31,combined,-0.03874711541702225,-0.038747115417022214,0.0,0.0,0.0,0.0,0.0,0.1807607791166395,0.00015799084972634866,-0.0389051062667486,[-0.038747115417022214],-0.46496538500426654,0.0,0.0,0.0,-0.05457452634182114,-0.0545745263418211,0.0,0.0
65,2022-07-31,combined,-0.037999921049495566,-0.037999921049495594,0.0,0.0,0.0,0.0,0.0,0.09127509301827914,8.36207991735198e-05,-0.038083541848669085,[-0.037999921049495594],-0.45599905259394713,0.0,0.0,0.0,-0.04269366446241596,-0.04269366446241598,0.0,0.0
66,2022-08-31,combined,-0.08483045560654479,-0.08483045560654479,0.0,0.0,0.0,0.0,0.0,0.04381374375544584,3.429313515156756e-05,-0.08486474874169635,[-0.08483045560654479],-1.0179654672785374,0.0,0.0,0.0,-0.08840789298888663,-0.08840789298888659,0.0,0.0
67,2022-10-31,combined,0.042926202930864577,0.04292620293086455,0.0,0.0,0.0,0.0,0.0,0.03123618303234911,2.7081000968343217e-05,0.042899121929896235,[0.04292620293086455],0.5151144351703746,0.0,0.0,0.0,0.06195934146755766,0.061959341467557674,0.0,0.0
68,2022-12-31,combined,0.04192389248598505,0.04192389248598512,0.0,0.0,0.0,0.0,0.0,0.056870601864368375,5.1748136520513996e-05,0.041872144349464534,[0.04192389248598512],0.5030867098318215,0.0,0.0,0.0,0.0683071317962125,0.06830713179621255,0.0,0.0
69,2023-01-31,combined,-0.017750342908389727,-0.017750342908389723,0.0,0.0,0.0,0.0,0.0,0.019268032840345537,1.5723879535195484e-05,-0.017766066787924924,[-0.017750342908389723],-0.21300411490067667,0.0,0.0,0.0,-0.03448769054146472,-0.03448769054146474,0.0,0.0
70,2023-03-31,combined,0.030637129783434025,0.03063712978343413,0.0,0.0,0.0,0.0,0.0,0.02650495103500193,1.987871327065767e-05,0.030617251070163366,[0.03063712978343413],0.3676455574012095,0.0,0.0,0.0,0.010938508794636315,0.010938508794636322,0.0,0.0
71,2023-05-31,combined,0.036280483310555445,0.03628048331055541,0.0,0.0,0.0,0.0,0.0,0.017772758594620287,1.4754533929267854e-05,0.03626572877662618,[0.03628048331055541],0.4353657997266649,0.0,0.0,0.0,0.039748234361765444,0.039748234361765396,0.0,0.0
72,2023-07-31,combined,-0.03385604490530625,-0.03385604490530626,0.0,0.0,0.0,0.0,0.0,0.0034291744033223617,3.1008769061690594e-06,-0.03385914578221242,[-0.03385604490530626],-0.40627253886367515,0.0,0.0,0.0,-0.02231960842788927,-0.022319608427889298,0.0,0.0
73,2023-08-31,combined,-0.03504260263020509,-0.035042602630205096,0.0,0.0,0.0,0.0,0.0,0.018142066659809265,1.3606549995652743e-05,-0.03505620918020074,[-0.035042602630205096],-0.4205112315624612,0.0,0.0,0.0,-0.060265069126342996,-0.060265069126343045,0.0,0.0
74,2023-10-31,combined,0.07557332893981505,0.07557332893981504,0.0,0.0,0.0,0.0,0.0,0.06754956118404278,5.943576710076235e-05,0.07551389317271429,[0.07557332893981504],0.9068799472777804,0.0,0.0,0.0,0.09450172112580568,0.09450172112580565,0.0,0.0
75,2023-12-31,combined,-0.005429397396931712,-0.005429397396931712,0.0,0.0,0.0,0.0,0.0,0.02749811713374025,2.652184140663357e-05,-0.005455919238338346,[-0.005429397396931712],-0.06515276876318055,0.0,0.0,0.0,0.0005754187099351604,0.0005754187099352593,0.0,0.0
76,2024-01-31,combined,0.0037206391747299783,0.0037206391747298963,0.0,0.0,0.0,0.0,0.0,0.02427821215031904,2.139019911516585e-05,0.0036992489756148125,[0.0037206391747298963],0.044647670096758754,0.0,0.0,0.0,0.02230329118537533,0.0223032911853753,0.0,0.0
77,2024-03-31,combined,-0.03793952686474511,-0.037939526864745124,0.0,0.0,0.0,0.0,0.0,0.07913032812866974,6.589897839270111e-05,-0.03800542584313781,[-0.037939526864745124],-0.4552743223769415,0.0,0.0,0.0,-0.05001356677838131,-0.050013566778381285,0.0,0.0
78,2024-05-31,combined,0.04470262604655417,0.04470262604655406,0.0,0.0,0.0,0.0,0.0,0.13063760746579545,8.01813732262052e-05,0.04462244467332797,[0.04470262604655406],0.5364315125586487,0.0,0.0,0.0,0.02843656316772769,0.02843656316772778,0.0,0.0
79,2024-07-31,combined,0.032692897631262374,0.03269289763126247,0.0,0.0,0.0,0.0,0.0,0.025061815950032592,1.6734036212599796e-05,0.032676163595049774,[0.03269289763126247],0.39231477157514966,0.0,0.0,0.0,0.022464201417643048,0.022464201417643,0.0,0.0
80,2024-08-31,combined,0.01389788884428178,0.013897888844281843,0.0,0.0,0.0,0.0,0.0,0.0895616642228626,5.766611421038664e-05,0.013840222730071393,[0.013897888844281843],0.16677466613138212,0.0,0.0,0.0,0.020600559571189336,0.02060055957118932,0.0,0.0
81,2024-10-31,combined,0.06437764564475512,0.06437764564475518,0.0,0.0,0.0,0.0,0.0,0.06283263673814184,4.2280378444880104e-05,0.06433536526631024,[0.06437764564475518],0.7725317477370621,0.0,0.0,0.0,0.04372898431332772,0.04372898431332772,0.0,0.0
82,2024-12-31,combined,0.026606786175001673,0.02660678617500162,0.0,0.0,0.0,0.0,0.0,0.0362711189867306,3.165297617907928e-05,0.026575133198822595,[0.02660678617500162],0.31928143410001947,0.0,0.0,0.0,0.018083374304373567,0.01808337430437368,0.0,0.0
83,2025-01-31,combined,-0.023990434166389907,-0.023990434166389945,0.0,0.0,0.0,0.0,0.0,0.15134853479530355,0.00010272616170608656,-0.024093160328095994,[-0.023990434166389945],-0.2878852099966793,0.0,0.0,0.0,0.015171473120436652,0.015171473120436582,0.0,0.0
84,2025-03-31,combined,-0.017780411010949737,-0.017780411010949747,0.0,0.0,0.0,0.0,0.0,0.04511772422825171,3.95670506878959e-05,-0.017819978061637633,[-0.017780411010949747],-0.21336493213139696,0.0,0.0,0.0,-0.010643943965292224,-0.01064394396529222,0.0,0.0
85,2025-05-31,combined,0.032174691522192544,0.03217469152219257,0.0,0.0,0.0,0.0,0.0,0.10262748639160968,7.190761525626408e-05,0.03210278390693628,[0.03217469152219257],0.38609629826631087,0.0,0.0,0.0,0.04148778983901891,0.0414877898390188,0.0,0.0
